config_id,run_id,status,test_rmse,val_loss,training_time,iterations,stopping_condition,width_NODE,depth_NODE,normalize,dropout,batch_size,learning_rate,solver,weight_decay,dt0,rtol,atol
10,0,success,0.0086143581407239,9.64114204959027e-05,144.27427291870117,2251,val_loss_stagnation,64,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
10,1,success,0.0113025420881612,0.0001243297099878,157.3419885635376,2651,val_loss_stagnation,64,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
10,2,success,0.0083688632470129,6.305604493994695e-05,364.1566998958588,3951,val_loss_stagnation,64,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
11,0,success,0.0068158006199083,5.546888528109692e-05,346.53514552116394,3051,val_loss_stagnation,256,1,True,0.1,8,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
11,1,success,0.011036595781881,0.0001190540631986,142.901540517807,1151,val_loss_stagnation,256,1,True,0.1,8,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
11,2,success,0.007914378172003,6.897572781786187e-05,190.0727789402008,2001,val_loss_stagnation,256,1,True,0.1,8,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
12,0,success,0.0063773048223569,4.6687072790703046e-05,388.10880279541016,5051,val_loss_stagnation,192,1,True,0.1,8,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
12,1,success,0.0112149011645517,0.0001258035708037,118.26562023162842,1001,val_loss_stagnation,192,1,True,0.1,8,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
12,2,success,0.008078233244766,6.708823377471121e-05,163.58824944496155,2051,val_loss_stagnation,192,1,True,0.1,8,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
13,0,success,0.0096004956955372,0.0001209844884271,192.63697338104248,3001,val_loss_stagnation,64,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
13,1,success,0.0117590388557792,0.0001374428793111,215.570684671402,3251,val_loss_stagnation,64,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
13,2,success,0.0093933425729617,8.158060001565813e-05,210.6687431335449,4201,val_loss_stagnation,64,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
14,0,success,0.0066989731117697,5.349853167233281e-05,330.21725034713745,4751,val_loss_stagnation,256,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
14,1,success,0.0109297837322674,0.0001191478671536,142.46379280090332,1201,val_loss_stagnation,256,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
14,2,success,0.0078098177549376,6.521875387705167e-05,223.54657340049744,3051,val_loss_stagnation,256,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
15,0,success,0.0066243077218816,5.116492122324463e-05,379.7391173839569,5151,val_loss_stagnation,512,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
15,1,success,0.0114492284807471,0.0001334466654916,144.70106720924375,1701,val_loss_stagnation,512,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
15,2,success,0.0088845440196856,7.478240443400346e-05,138.98450350761414,2301,val_loss_stagnation,512,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
16,0,success,0.0069359014621741,5.823151024664631e-05,285.39190554618835,4901,val_loss_stagnation,192,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
16,1,success,0.0111872877727425,0.0001252512149199,171.9979600906372,1751,val_loss_stagnation,192,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
16,2,success,0.0083976435903077,6.552008057765376e-05,207.99221277236936,3301,val_loss_stagnation,192,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
17,0,success,0.0063037893197147,4.810224948477387e-05,495.055725812912,5301,val_loss_stagnation,192,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
17,1,success,0.0113669344937095,0.0001253507028435,115.13521933555604,1601,val_loss_stagnation,192,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
17,2,success,0.008360037445975,6.58973275058749e-05,239.3974318504333,2551,val_loss_stagnation,192,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
18,0,success,0.0095140895912548,0.0001166686208823,155.39723753929138,2001,val_loss_stagnation,256,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
18,1,success,0.0111138162198895,0.0001208339612703,148.95462369918823,2201,val_loss_stagnation,256,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
18,2,success,0.0094461709517757,8.376345959291222e-05,157.96528148651123,2251,val_loss_stagnation,256,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
19,0,success,0.0093415917789941,0.0001141380629351,141.2217242717743,2651,val_loss_stagnation,128,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
19,1,success,0.0113789014871478,0.0001261702320166,215.04167914390564,3101,val_loss_stagnation,128,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
19,2,success,0.0101624917372658,0.0001016275588801,133.9464626312256,1851,val_loss_stagnation,128,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06
