config_id,run_id,status,test_rmse,val_loss,training_time,iterations,stopping_condition,width_NODE,depth_NODE,normalize,dropout,batch_size,learning_rate,solver,weight_decay,dt0,rtol,atol,error,output_dir,recovered_checkpoint,prediction_file
2,0,success,0.0076207548100638,7.024585497021567e-05,210.41357040405276,1101,val_loss_stagnation,73,1,True,0.1,50,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
2,1,success,0.007660897815475296,5.8949184483733114e-05,261.9568076133728,1351,val_loss_stagnation,73,1,True,0.1,50,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/50_strains/config_2/run_1,,
2,7,success,0.007746590000003397,6.083538660996653e-05,239.04186749458313,1151,val_loss_stagnation,73,1,True,0.1,50,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/50_strains/config_2/run_7,,
2,2,success,0.008042143483456363,6.739433760276767e-05,215.1001172065735,1151,val_loss_stagnation,73,1,True,0.1,50,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/50_strains/config_2/run_2,,
2,6,success,0.008067570453744146,6.596280269605031e-05,271.3985891342163,1351,val_loss_stagnation,73,1,True,0.1,50,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/50_strains/config_2/run_6,,
2,3,success,0.008273874449480674,6.986492837794839e-05,227.94575119018555,1151,val_loss_stagnation,73,1,True,0.1,50,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/50_strains/config_2/run_3,,
1,0,success,0.0082950790894289,8.10755936970016e-05,185.34238028526303,1251,val_loss_stagnation,73,1,True,0.1,32,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
2,4,success,0.008313965745838802,6.566630393036425e-05,226.51058840751648,1151,val_loss_stagnation,73,1,True,0.1,50,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/50_strains/config_2/run_4,,
1,2,success,0.0085069673094642,7.856266411417588e-05,186.73813843727112,1301,val_loss_stagnation,73,1,True,0.1,32,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,1,success,0.008676086145164,7.689035583900337e-05,217.71895456314087,1501,val_loss_stagnation,73,1,True,0.1,32,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,4,success,0.0089441818486294,7.752687360846237e-05,204.5047299861908,1301,val_loss_stagnation,73,1,True,0.1,32,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
