config_id,run_id,status,test_rmse,val_loss,training_time,iterations,stopping_condition,width_NODE,depth_NODE,normalize,dropout,batch_size,learning_rate,solver,weight_decay,dt0,rtol,atol,error,output_dir,recovered_checkpoint,prediction_file
4,6,success,0.012159427550212987,0.0001315136571616877,129.023850440979,1301,val_loss_stagnation,73,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_4/run_6,,
4,1,success,0.01218099403902403,0.0001327145884194629,129.30645608901978,1451,val_loss_stagnation,73,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_4/run_1,,
0,5,success,0.0122577552740862,0.0001721643739412,134.7144739627838,1651,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
3,2,success,0.012459240717911622,0.0001621603087030352,132.55641555786133,1801,val_loss_stagnation,73,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_3/run_2,,
0,6,success,0.0128620364797653,0.0001438033330039,127.00941443443298,1551,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,7,success,0.0129546107835793,0.0001256237225733,153.21917366981506,1701,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
3,5,success,0.013747292665559534,0.0002233508752227608,140.66864252090454,2000,completed,73,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_3/run_5,,
3,6,success,0.013755558065253816,0.00016652180885194255,118.58669877052307,1551,val_loss_stagnation,73,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_3/run_6,,
0,1,success,0.0138805685747967,0.0001640985556539,136.21844863891602,1851,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
3,7,success,0.015009660628752124,0.00016137865421508401,141.63784074783325,1951,val_loss_stagnation,73,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_3/run_7,,
3,1,success,0.016113861795668184,0.00022037404102365627,141.95591259002686,2000,completed,73,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_3/run_1,,
1,0,success,0.019791468863094328,0.0004595368901980432,199.88426041603088,2000,completed,73,1,True,0.1,12,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_1/run_0,,
2,0,success,0.02343508035456313,0.0006314630788705156,180.59992694854736,2000,completed,73,1,True,0.1,8,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_2/run_0,,
4,0,success,0.02635158760248533,0.0008454787268633922,178.847270488739,2000,completed,73,1,True,0.1,4,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_4/run_0,,
0,0,success,0.0330016169340618,0.0023204917861996,81.02940607070923,851,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
3,0,success,0.03466562918825531,0.002647590518553527,112.35017275810242,1651,val_loss_stagnation,73,1,True,0.1,1,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/12_strains/config_3/run_0,,
