batch_size,width_NODE,status,test_rmse,train_time
16,64,success,0.005650207683406577,655.2236080169678
16,64,success,0.005614809302615899,877.8929924964905
16,64,success,0.006017111443701146,538.7732651233673
128,64,success,0.005263950190484627,809.8819839954376
128,64,success,0.005294125547571427,1027.452996969223
128,64,success,0.005648258317666884,840.4233059883118
32,64,success,0.005320456849494281,521.0555484294891
32,64,success,0.005405930486601776,705.1006226539612
32,64,success,0.0059974407213795175,476.50293135643005
200,256,success,0.004505950763922223,6583.363240718842
200,256,success,0.005079932360108201,2634.7042293548584
200,256,success,0.0055749565834257745,1958.757064819336
8,64,success,0.006214429234109478,619.3728682994843
8,64,success,0.007007921724560432,407.73551392555237
8,64,success,0.006413171391688989,718.5652058124542
8,128,success,0.005482161209508823,417.7022817134857
8,128,success,0.006351946824068388,335.7101192474365
8,128,success,0.00586415332476565,851.511244058609
64,128,success,0.005222933129245381,940.0653765201569
64,128,success,0.005297851248421609,1846.9851534366608
64,128,success,0.005643363963345291,752.5146472454071
128,192,success,0.005155904591323936,1368.3001902103424
128,192,success,0.005083850150747572,1445.7271330356598
128,192,success,0.00565527742560403,1492.8080041408539
128,128,success,0.005158562548804535,940.7443287372589
128,128,success,0.005118834275368795,1209.1904633045197
128,128,success,0.005605551439292268,1150.3756279945374
64,256,success,0.005222157026895342,1841.799126625061
64,256,success,0.0052236860873310234,1203.9042496681213
64,256,success,0.005626719825287642,1122.9457178115845
16,512,success,0.005390822661617471,474.81016278266907
16,512,success,0.00535997817272624,647.5771107673645
16,512,success,0.005757901617626301,515.406982421875
64,192,success,0.005239526085706471,804.8737008571625
64,192,success,0.005211819372233599,853.9038515090942
64,192,success,0.005675749805980741,832.8812882900238
16,128,success,0.005284891858782756,540.5262172222137
16,128,success,0.005531216961029127,446.7317955493927
16,128,success,0.00579919314537743,439.6150076389313
8,192,success,0.005399545336914719,357.7229335308075
8,192,success,0.0057138968109630706,506.50141310691833
8,192,success,0.0058391689085154535,439.6951904296875
128,512,success,0.00514792094749775,2377.817145586014
128,512,success,0.0043645683508328,4708.158137798309
128,512,success,0.0055873809429510465,3902.742217540741
16,192,success,0.005343047540781364,419.8727135658264
16,192,success,0.005313086849337487,621.4710240364075
16,192,success,0.005794268217302859,587.4131426811218
32,128,success,0.005196730083808992,684.3710446357727
32,128,success,0.00526875323223427,539.7008159160614
32,128,success,0.005757492073628764,481.5048711299896
16,256,success,0.005402282771085548,376.0679409503937
16,256,success,0.00530674930428028,657.9391150474548
16,256,success,0.005686587487915946,518.2900264263153
32,512,success,0.005219768695170843,1060.4703924655914
32,512,success,0.004940101091974683,2575.8018453121185
32,512,success,0.00570086141843679,787.3000912666321
32,256,success,0.005235436277075649,1543.925629377365
32,256,success,0.005193841139210407,730.6081998348236
32,256,success,0.0057428501496087,704.2357797622681
8,256,success,0.005599944945077814,315.5647156238556
8,256,success,0.00587437634020726,332.3630335330963
8,256,success,0.005811581344846769,488.95579528808594
64,512,success,0.005165046030132168,1379.2942876815796
64,512,success,0.0052465180085829455,1538.7072060108185
64,512,success,0.005683656245837668,1237.145416021347
64,64,success,0.005431757086925645,746.1160287857056
64,64,success,0.005330811309457903,1001.7045683860779
64,64,success,0.005858604679869162,689.1756956577301
200,192,success,0.005062436764403443,2212.573717355728
200,192,success,0.0051084925113098955,2018.2122929096222
200,192,success,0.0056427064604095195,2212.456413269043
200,512,success,0.004622245306428388,5668.307796239853
200,512,success,0.005037386011596839,8919.676863193512
200,512,success,0.005522338722658547,3778.668596982956
32,192,success,0.005247019224238337,603.5416054725647
32,192,success,0.005207545194060024,961.7649028301239
32,192,success,0.005740246861814067,605.0660874843597
200,128,success,0.00513513971364227,1109.0586097240448
200,128,success,0.005014680757448776,1553.9472360610962
200,128,success,0.0054739237691029145,1235.5229623317719
128,256,success,0.005156287438930479,1694.840717792511
128,256,success,0.005105202379278183,2240.0130603313446
128,256,success,0.0056056511991358976,1550.6369216442108
200,64,success,0.005074705125209113,1662.0653405189514
200,64,success,0.005181385698863911,1252.3166666030884
200,64,success,0.005630363269741224,932.3764674663544
8,512,success,0.005390139519847399,374.3989713191986
8,512,success,0.005479825105569591,572.313732624054
8,512,success,0.005764788714245157,779.3653626441956
