config_id,run_id,status,test_rmse,val_loss,training_time,iterations,stopping_condition,width_NODE,depth_NODE,normalize,dropout,batch_size,learning_rate,solver,weight_decay,dt0,rtol,atol,error,output_dir,recovered_checkpoint,prediction_file
0,0,success,0.0047476723769737,2.4446624554493086e-05,443.88352036476135,951,val_loss_stagnation,73,1,True,0.1,128,0.0005,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,1,success,0.0047852514778854,1.9635847885807125e-05,474.0966818332672,1001,val_loss_stagnation,73,1,True,0.1,128,0.0005,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,2,success,0.0057689848126039,3.44881972114401e-05,379.69855546951294,851,val_loss_stagnation,73,1,True,0.1,128,0.0005,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,3,success,0.004882474241909,2.587806013046477e-05,408.33288502693176,951,val_loss_stagnation,73,1,True,0.1,128,0.0005,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,4,success,0.0053429888712452,2.3943011777491835e-05,388.2501082420349,901,val_loss_stagnation,73,1,True,0.1,128,0.0005,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,5,success,0.0055700910456868,3.4122923496818814e-05,383.12461137771606,801,val_loss_stagnation,73,1,True,0.1,128,0.0005,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,6,success,0.0051610035703594,2.626222097366348e-05,393.6908192634583,801,val_loss_stagnation,73,1,True,0.1,128,0.0005,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,7,success,0.0056589690979839,2.671211567504828e-05,398.9658625125885,801,val_loss_stagnation,73,1,True,0.1,128,0.0005,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,0,success,0.008629487923532237,9.62879649878809e-05,632.0326957702637,1351,val_loss_stagnation,73,1,True,0.1,128,5e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_1/run_0,,
1,1,success,0.010038861629684852,0.00010180163587839441,633.4274973869324,1351,val_loss_stagnation,73,1,True,0.1,128,5e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_1/run_1,,
1,2,success,0.009948750336654015,9.104128655277136e-05,602.9987149238586,1451,val_loss_stagnation,73,1,True,0.1,128,5e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_1/run_2,,
1,3,success,0.008931249998186466,8.041883664701335e-05,634.3509566783905,1451,val_loss_stagnation,73,1,True,0.1,128,5e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_1/run_3,,
1,4,success,0.008985687601815048,7.489020490266043e-05,668.6446721553802,1551,val_loss_stagnation,73,1,True,0.1,128,5e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_1/run_4,,
1,5,success,0.009284956351482769,8.788498732289402e-05,607.9195146560669,1401,val_loss_stagnation,73,1,True,0.1,128,5e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_1/run_5,,
1,6,success,0.0091459815226582,8.08564433043477e-05,551.4872939586639,1251,val_loss_stagnation,73,1,True,0.1,128,5e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,7,success,0.009500694549652935,8.302640652849961e-05,639.9374125003815,1451,val_loss_stagnation,73,1,True,0.1,128,5e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_1/run_7,,
2,0,success,0.007097794562982238,6.703951459227482e-05,603.1146171092987,1351,val_loss_stagnation,73,1,True,0.1,128,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_2/run_0,,
2,1,success,0.008344853810361888,7.035833141987651e-05,558.914498090744,1201,val_loss_stagnation,73,1,True,0.1,128,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_2/run_1,,
2,2,success,0.008531449828511662,6.659646024808466e-05,577.9248061180115,1051,val_loss_stagnation,73,1,True,0.1,128,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_2/run_2,,
2,3,success,0.007874055041221595,6.300119079865647e-05,743.9394009113312,1351,val_loss_stagnation,73,1,True,0.1,128,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_2/run_3,,
2,4,success,0.008476767524840646,6.673977179551041e-05,556.9574484825134,1201,val_loss_stagnation,73,1,True,0.1,128,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_2/run_4,,
2,5,success,0.007841374930699342,6.228797782496792e-05,607.2720878124237,1351,val_loss_stagnation,73,1,True,0.1,128,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_2/run_5,,
2,6,success,0.0074710338206395365,5.294233829752936e-05,600.2521226406097,1351,val_loss_stagnation,73,1,True,0.1,128,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_2/run_6,,
2,7,success,0.008617147763225827,6.460231872759548e-05,551.1301090717316,1251,val_loss_stagnation,73,1,True,0.1,128,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_2/run_7,,
3,0,success,0.0048300701534382,2.8180532036921356e-05,403.7566282749176,801,val_loss_stagnation,73,1,True,0.1,128,0.001,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
3,1,success,0.0050419732992797,2.228979648008608e-05,490.6000950336456,851,val_loss_stagnation,73,1,True,0.1,128,0.001,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
3,2,success,0.005194669879577613,2.7811529704306885e-05,394.6690170764923,801,val_loss_stagnation,73,1,True,0.1,128,0.001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_3/run_2,,
3,3,success,0.005023687123456498,2.6796833389967814e-05,459.7966592311859,901,val_loss_stagnation,73,1,True,0.1,128,0.001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_3/run_3,,
3,4,success,0.0054756912490862885,2.3696097439760353e-05,419.2427682876587,801,val_loss_stagnation,73,1,True,0.1,128,0.001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_3/run_4,,
3,5,success,0.005156117330006423,3.535750072594483e-05,394.7732322216034,801,val_loss_stagnation,73,1,True,0.1,128,0.001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_3/run_5,,
3,6,success,0.004885978657557998,2.1895031283446092e-05,451.7033221721649,901,val_loss_stagnation,73,1,True,0.1,128,0.001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_3/run_6,,
3,7,success,0.0058597788714765085,3.0829650576071875e-05,411.7697103023529,801,val_loss_stagnation,73,1,True,0.1,128,0.001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_3/run_7,,
4,0,success,0.04155160800141265,0.002034673681365003,766.0624141693115,2000,completed,73,1,True,0.1,128,1e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_4/run_0,,
4,1,success,0.05122870583214133,0.00263072663321899,809.2045314311981,2000,completed,73,1,True,0.1,128,1e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_4/run_1,,
4,2,success,0.042661819087780335,0.0019276733282996607,752.6648008823395,2000,completed,73,1,True,0.1,128,1e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_4/run_2,,
4,3,success,0.02974341959241165,0.0009501703288518159,751.0474572181702,2000,completed,73,1,True,0.1,128,1e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_4/run_3,,
4,4,success,0.058913242774228845,0.0034387568253973154,866.4756259918213,2000,completed,73,1,True,0.1,128,1e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_4/run_4,,
4,5,success,0.034545402350093846,0.001240855749225697,736.3891687393188,2000,completed,73,1,True,0.1,128,1e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_4/run_5,,
4,6,success,0.042824564185415075,0.001994504160757277,742.8294308185577,2000,completed,73,1,True,0.1,128,1e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_4/run_6,,
4,7,success,0.029705125794415865,0.0008081357485570295,874.730432510376,2000,completed,73,1,True,0.1,128,1e-06,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_4/run_7,,
5,0,success,0.0057696014934972,4.0525699676270015e-05,414.86759519577026,801,val_loss_stagnation,73,1,True,0.1,128,0.0001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_5/run_0,,
5,1,success,0.0055636919988946544,2.812974328491777e-05,427.654177904129,801,val_loss_stagnation,73,1,True,0.1,128,0.0001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_5/run_1,,
5,2,success,0.005740892849885915,3.4086134822766096e-05,418.0314540863037,801,val_loss_stagnation,73,1,True,0.1,128,0.0001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_5/run_2,,
5,3,success,0.005427803164567807,3.297551769746952e-05,353.0126791000366,801,val_loss_stagnation,73,1,True,0.1,128,0.0001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_5/run_3,,
5,4,success,0.005746863067917506,2.809435246370191e-05,432.2782802581787,801,val_loss_stagnation,73,1,True,0.1,128,0.0001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_5/run_4,,
5,5,success,0.005580873322900539,4.0065678136801816e-05,337.93502163887024,801,val_loss_stagnation,73,1,True,0.1,128,0.0001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_5/run_5,,
5,6,success,0.005334411280166128,3.087588189926615e-05,353.7776107788086,801,val_loss_stagnation,73,1,True,0.1,128,0.0001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_5/run_6,,
5,7,success,0.005739524234727256,3.015778065797047e-05,387.1477143764496,801,val_loss_stagnation,73,1,True,0.1,128,0.0001,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_5/run_7,,
6,0,success,0.005551564613995139,3.884334339249914e-05,387.1884596347809,801,val_loss_stagnation,73,1,True,0.1,128,5e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_6/run_0,,
6,1,success,0.005836957394401525,3.089027665278527e-05,457.858699798584,951,val_loss_stagnation,73,1,True,0.1,128,5e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_6/run_1,,
6,2,success,0.00578774912213153,3.396754950575836e-05,489.26527667045593,1051,val_loss_stagnation,73,1,True,0.1,128,5e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_6/run_2,,
6,3,success,0.0062939859439371665,4.1040048309073105e-05,466.98988032341003,801,val_loss_stagnation,73,1,True,0.1,128,5e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_6/run_3,,
6,4,success,0.0054957715314457815,2.4801985065420644e-05,505.8312277793884,1051,val_loss_stagnation,73,1,True,0.1,128,5e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_6/run_4,,test_preds_final.npy
6,5,success,0.006141617150969595,4.436142077208314e-05,380.9670021533966,801,val_loss_stagnation,73,1,True,0.1,128,5e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_6/run_5,,
6,6,success,0.005578621877806127,3.35580491656094e-05,390.04596614837646,801,val_loss_stagnation,73,1,True,0.1,128,5e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_6/run_6,,
6,7,success,0.006292360386920267,3.5560085019732816e-05,397.723920583725,801,val_loss_stagnation,73,1,True,0.1,128,5e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/learning_rate/config_6/run_7,,
