config_id,run_id,parameter,value,status,stopping_condition,test_rmse,train_time,model_source
0,0,learning_rate,0.0005,success,val_loss_stagnation,0.004747672376973754,443.88352036476135,finished
0,1,learning_rate,0.0005,success,val_loss_stagnation,0.004785251477885412,474.0966818332672,finished
0,2,learning_rate,0.0005,success,val_loss_stagnation,0.005768984812603926,379.69855546951294,finished
0,3,learning_rate,0.0005,success,val_loss_stagnation,0.004882474241909058,408.33288502693176,finished
0,4,learning_rate,0.0005,success,val_loss_stagnation,0.0053429888712452364,388.2501082420349,finished
0,5,learning_rate,0.0005,success,val_loss_stagnation,0.005570091045686877,383.12461137771606,finished
0,6,learning_rate,0.0005,success,val_loss_stagnation,0.005161003570359479,393.69081926345825,finished
0,7,learning_rate,0.0005,success,val_loss_stagnation,0.0056589690979839515,398.9658625125885,finished
1,0,learning_rate,5e-06,success,val_loss_stagnation,0.008629487923532235,632.0326957702637,finished
1,1,learning_rate,5e-06,success,val_loss_stagnation,0.010038861629684852,633.4274973869324,finished
1,2,learning_rate,5e-06,success,val_loss_stagnation,0.009948750336654016,602.9987149238586,finished
1,3,learning_rate,5e-06,success,val_loss_stagnation,0.008931249998186465,634.3509566783905,finished
1,4,learning_rate,5e-06,success,val_loss_stagnation,0.008985687601815045,668.6446721553802,finished
1,5,learning_rate,5e-06,success,val_loss_stagnation,0.009284956351482767,607.9195146560669,finished
1,6,learning_rate,5e-06,success,val_loss_stagnation,0.009145981522658246,551.4872939586639,finished
1,7,learning_rate,5e-06,success,val_loss_stagnation,0.009500694549652938,639.9374125003815,finished
2,0,learning_rate,1e-05,success,val_loss_stagnation,0.007097794562982238,603.1146171092987,finished
2,1,learning_rate,1e-05,success,val_loss_stagnation,0.008344853810361886,558.914498090744,finished
2,2,learning_rate,1e-05,success,val_loss_stagnation,0.00853144982851166,577.9248061180115,finished
2,3,learning_rate,1e-05,success,val_loss_stagnation,0.007874055041221595,743.9394009113312,finished
2,4,learning_rate,1e-05,success,val_loss_stagnation,0.00847676752484065,556.9574484825134,finished
2,5,learning_rate,1e-05,success,val_loss_stagnation,0.007841374930699346,607.2720878124237,finished
2,6,learning_rate,1e-05,success,val_loss_stagnation,0.007471033820639533,600.2521226406097,finished
2,7,learning_rate,1e-05,success,val_loss_stagnation,0.008617147763225828,551.1301090717316,finished
3,0,learning_rate,0.001,success,val_loss_stagnation,0.00483007015343829,403.7566282749176,finished
3,1,learning_rate,0.001,success,val_loss_stagnation,0.00504197329927978,490.60009503364563,finished
3,2,learning_rate,0.001,success,val_loss_stagnation,0.005194669879577614,394.6690170764923,finished
3,3,learning_rate,0.001,success,val_loss_stagnation,0.005023687123456498,459.7966592311859,finished
3,4,learning_rate,0.001,success,val_loss_stagnation,0.005475691249086291,419.2427682876587,finished
3,5,learning_rate,0.001,success,val_loss_stagnation,0.005156117330006422,394.7732322216034,finished
3,6,learning_rate,0.001,success,val_loss_stagnation,0.004885978657557999,451.7033221721649,finished
3,7,learning_rate,0.001,success,val_loss_stagnation,0.0058597788714765085,411.7697103023529,finished
4,0,learning_rate,1e-06,success,completed,0.041551608001412645,766.0624141693115,finished
4,1,learning_rate,1e-06,success,completed,0.05122870583214133,809.2045314311981,finished
4,2,learning_rate,1e-06,success,completed,0.042661819087780335,752.6648008823395,finished
4,3,learning_rate,1e-06,success,completed,0.02974341959241165,751.0474572181702,finished
4,4,learning_rate,1e-06,success,completed,0.05891324277422884,866.4756259918213,finished
4,5,learning_rate,1e-06,success,completed,0.034545402350093846,736.3891687393188,finished
4,6,learning_rate,1e-06,success,completed,0.04282456418541508,742.8294308185577,finished
4,7,learning_rate,1e-06,success,completed,0.02970512579441586,874.730432510376,finished
5,0,learning_rate,0.0001,success,val_loss_stagnation,0.0057696014934972015,414.86759519577026,finished
5,1,learning_rate,0.0001,success,val_loss_stagnation,0.005563691998894653,427.654177904129,finished
5,2,learning_rate,0.0001,success,val_loss_stagnation,0.005740892849885916,418.0314540863037,finished
5,3,learning_rate,0.0001,success,val_loss_stagnation,0.0054278031645678074,353.0126791000366,finished
5,4,learning_rate,0.0001,success,val_loss_stagnation,0.005746863067917507,432.2782802581787,finished
5,5,learning_rate,0.0001,success,val_loss_stagnation,0.005580873322900536,337.93502163887024,finished
5,6,learning_rate,0.0001,success,val_loss_stagnation,0.005334411280166128,353.7776107788086,finished
5,7,learning_rate,0.0001,success,val_loss_stagnation,0.005739524234727257,387.1477143764496,finished
6,0,learning_rate,5e-05,success,val_loss_stagnation,0.00555156461399514,387.1884596347809,finished
6,1,learning_rate,5e-05,success,val_loss_stagnation,0.005836957394401527,457.858699798584,finished
6,2,learning_rate,5e-05,success,val_loss_stagnation,0.00578774912213153,489.26527667045593,finished
6,3,learning_rate,5e-05,success,val_loss_stagnation,0.006293985943937165,466.98988032341003,finished
6,4,learning_rate,5e-05,success,val_loss_stagnation,0.005495771531445782,505.8312277793884,finished
6,5,learning_rate,5e-05,success,val_loss_stagnation,0.006141617150969593,380.9670021533966,finished
6,6,learning_rate,5e-05,success,val_loss_stagnation,0.005578621877806126,390.04596614837646,finished
6,7,learning_rate,5e-05,success,val_loss_stagnation,0.006292360386920267,397.723920583725,finished
