batch_size,width_NODE,status,test_rmse,train_time
8,64,success,0.00607163352697992,370.53183674812317
8,64,success,0.005858795651843169,396.62938141822815
8,64,success,0.005952890959114552,520.486958026886
50,64,success,0.005040098337342485,397.26929903030396
50,64,success,0.00514781937339065,505.93381333351135
50,64,success,0.005272517444693586,465.7999222278595
32,64,success,0.0052213081249257685,538.4680547714233
32,64,success,0.005281679297134345,490.48543882369995
32,64,success,0.005459827127877059,399.30335664749146
50,128,success,0.005025898792707113,465.73557233810425
50,128,success,0.005053165313760596,592.2575542926788
50,128,success,0.00520944532168614,433.4657578468323
4,128,success,0.006098875943798767,475.7330849170685
4,128,success,0.005660418772325875,645.6476354598999
4,128,success,0.005864449088501267,435.35280442237854
16,192,success,0.005381237461921981,343.7991535663605
16,192,success,0.00529908063929076,412.28784942626953
16,192,success,0.005457417605384603,427.56154131889343
16,64,success,0.005483519584506104,631.0732607841492
16,64,success,0.00562145476590755,522.1024658679962
16,64,success,0.005570687363512984,589.5534620285034
8,256,success,0.005233282754246422,343.73830127716064
8,256,success,0.005426907381416479,383.48126912117004
8,256,success,0.0054643336289702344,459.6415627002716
32,256,success,0.0051311054104682344,450.3539261817932
32,256,success,0.005076581222993834,662.0360817909241
32,256,success,0.0053526505598167715,496.19526958465576
4,512,success,0.005629095949976126,285.65370535850525
4,512,success,0.005335280039136484,440.2339291572571
4,512,success,0.005785777192627651,302.97242641448975
50,256,success,0.0051084274652812255,821.5416491031647
50,256,success,0.005028276089302854,708.3910887241364
50,256,success,0.005194000579440924,553.8057425022125
50,192,success,0.005089033717428431,486.1310865879059
50,192,success,0.005089133644302021,1124.7173824310303
50,192,success,0.005223050203862104,589.2341618537903
8,128,success,0.005445695184681361,475.5095229148865
8,128,success,0.005668988422385873,298.66909646987915
8,128,success,0.0055199117597317555,421.50421810150146
50,512,success,0.005275562709630283,1140.4851195812225
50,512,success,0.005134155431765533,1253.6763713359833
50,512,success,0.005342926509515194,728.3905620574951
16,256,success,0.00523513449961059,439.6202163696289
16,256,success,0.005180829323272092,426.8587079048157
16,256,success,0.005429861404923439,606.9452984333038
4,256,success,0.005866782334567948,347.31810426712036
4,256,success,0.006266482666519843,242.98952674865723
4,256,success,0.00555416471535654,522.2164659500122
4,192,success,0.005923476453908909,422.7539553642273
4,192,success,0.00615794295566509,420.3465201854706
4,192,success,0.00571347468069609,572.008386850357
16,512,success,0.0052619411494691576,463.3800427913666
16,512,success,0.005256655272451372,483.8115997314453
16,512,success,0.005423619845664956,479.749160528183
32,192,success,0.005189762332290645,394.98662662506104
32,192,success,0.005045802531816065,510.6051301956177
32,192,success,0.005355070447282578,564.1184449195862
4,64,success,0.006624020499479062,382.2975387573242
4,64,success,0.00678355417314157,506.19283294677734
4,64,success,0.00663896683689661,726.7411921024323
16,128,success,0.005810350541539391,394.89415431022644
16,128,success,0.005426957619009514,348.4869077205658
16,128,success,0.005678009224363717,443.32721281051636
8,192,success,0.005596637199592571,541.5456111431122
8,192,success,0.005483861089645031,368.20262122154236
8,192,success,0.0054180322460151585,405.3147187232971
32,512,success,0.004534004335185854,1861.807686805725
32,512,success,0.005094254906511654,774.4772911071777
32,512,success,0.005401664197042058,698.7561979293823
8,512,success,0.005359106265809311,427.85780334472656
8,512,success,0.005212434969163188,455.99241852760315
8,512,success,0.00555447950794912,384.43548107147217
32,128,success,0.005118704851921909,407.83090806007385
32,128,success,0.005252845652017519,374.0143506526947
32,128,success,0.005431628371383522,490.10884952545166
