config_id,run_id,status,test_rmse,val_loss,training_time,iterations,stopping_condition,width_NODE,depth_NODE,normalize,dropout,batch_size,learning_rate,solver,weight_decay,dt0,rtol,atol,error,output_dir,recovered_checkpoint,prediction_file
0,0,success,0.0117628542861598,0.0001506556406696,135.4480402469635,1651,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,1,success,0.0145761953768232,0.0002060640827448,131.42290878295898,1651,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,2,success,0.0120212394842853,0.0001520443435289,131.50922346115112,1551,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,3,success,0.0117683762829863,0.0001475268729936,130.03496527671814,1601,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,4,success,0.01175454845366,0.0001236203321919,129.35294675827026,1401,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,5,success,0.0122049455939025,0.0001551253391545,134.51776099205017,1651,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,6,success,0.0129160008730428,0.0001463212938748,135.1108934879303,1651,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
0,7,success,0.0118792147249347,0.0001407918310982,117.20732975006104,1401,val_loss_stagnation,73,1,True,0.1,2,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,0,success,0.0101260521264237,0.0001102295012618,150.95981287956238,1301,val_loss_stagnation,73,1,True,0.1,16,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,1,success,0.0111015321788501,0.0001274552556081,163.04883360862732,1451,val_loss_stagnation,73,1,True,0.1,16,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,2,success,0.0099563144950722,0.0001026538971593,142.86705207824707,1201,val_loss_stagnation,73,1,True,0.1,16,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,3,success,0.0104018674830245,0.0001162393201111,159.05311226844788,1401,val_loss_stagnation,73,1,True,0.1,16,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,4,success,0.0098950069120172,9.878289170266756e-05,145.45736861228943,1201,val_loss_stagnation,73,1,True,0.1,16,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,5,success,0.0096113564044733,8.738960480458776e-05,182.57231950759888,1651,val_loss_stagnation,73,1,True,0.1,16,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,6,success,0.0107267652319012,0.0001068690896287,147.69620561599731,1251,val_loss_stagnation,73,1,True,0.1,16,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
1,7,success,0.0094372561426693,8.920490295049575e-05,159.51698207855225,1401,val_loss_stagnation,73,1,True,0.1,16,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
2,0,success,0.0088926486026206,8.722981700658081e-05,176.56314086914062,1351,val_loss_stagnation,73,1,True,0.1,24,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
2,1,success,0.009403368571938058,9.36502268586815e-05,209.17807149887085,1501,val_loss_stagnation,73,1,True,0.1,24,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/24_strains/config_2/run_1,,
2,2,success,0.0083441265476527,7.031345978277791e-05,183.2253079414368,1501,val_loss_stagnation,73,1,True,0.1,24,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
2,3,success,0.009098556787149659,8.607203075742545e-05,203.78334069252014,1501,val_loss_stagnation,73,1,True,0.1,24,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/24_strains/config_2/run_3,,
2,4,success,0.008807366079745964,8.091300714768449e-05,183.61158728599548,1201,val_loss_stagnation,73,1,True,0.1,24,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/24_strains/config_2/run_4,,
2,5,success,0.0093107744997656,8.173216695717107e-05,153.11771202087402,1101,val_loss_stagnation,73,1,True,0.1,24,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,,,
2,6,success,0.009485714107716956,8.397882307500125e-05,187.85458731651306,1451,val_loss_stagnation,73,1,True,0.1,24,1e-05,Tsit5,0.0,0.0001,0.00015,2e-06,,Experiments/Parameter_tuning/batch_size_over_strain_size/24_strains/config_2/run_6,,
